timestamp,room,temperature_C,humidity_%,CO2_ppm,CO_ppm,NO2_ppb,VOC_ppb,CH4_ppm,C3H8_ppm,H2S_ppm,Rn_Bq_m3,anomaly_flag,temperature_C_anomaly,humidity_%_anomaly,CO2_ppm_anomaly,CO_ppm_anomaly,NO2_ppb_anomaly,VOC_ppb_anomaly,CH4_ppm_anomaly,C3H8_ppm_anomaly,H2S_ppm_anomaly,Rn_Bq_m3_anomaly
2023-01-01 02:49:00,Living Room,19.12,45.16,566.87,0.066,13.32,207.15,1.09,0.32,0.022,20.36,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:50:00,Living Room,19.41,46.89,574.8,0.025,13.66,196.84,1.15,0.38,0.02,21.64,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:51:00,Kitchen,19.3,44.31,554.87,0.056,17.2,205.95,1.69,0.46,0.028,21.93,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:52:00,Garage,18.94,42.85,606.63,0.144,7.2,194.75,1.71,0.34,0.025,21.52,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:53:00,Living Room,18.07,47.21,572.61,0.121,10.3,206.61,1.55,0.56,0.021,20.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:54:00,Garage,18.42,45.63,609.45,0.213,8.0,194.12,1.84,0.45,0.005,19.81,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:55:00,Kitchen,18.88,41.49,598.91,0.287,7.45,175.95,1.88,0.68,0.009,21.79,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:56:00,Basement,18.9,43.91,626.85,0.466,6.81,188.42,1.93,0.79,0.019,20.29,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:57:00,Basement,18.59,47.72,632.97,0.604,8.99,158.74,1.75,0.8,0.028,19.8,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:58:00,Kitchen,18.52,46.11,598.05,0.466,9.59,165.76,1.85,0.94,0.028,21.31,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:59:00,Living Room,18.39,45.77,613.58,0.59,7.9,148.57,1.97,0.89,0.016,19.92,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:00:00,Garage,18.21,49.09,637.95,0.755,13.46,138.82,1.92,0.91,0.042,20.61,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:01:00,Living Room,17.24,46.41,666.9,0.774,8.87,132.75,1.9,0.88,0.035,18.16,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:02:00,Garage,18.04,50.53,645.32,0.849,9.14,123.02,2.1,1.12,0.041,21.28,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:03:00,Garage,17.83,46.86,648.82,0.924,13.08,124.16,2.51,1.02,0.04,18.56,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:04:00,Kitchen,17.64,49.48,670.15,0.86,8.43,108.63,2.16,1.14,0.022,19.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:05:00,Living Room,17.62,49.62,683.62,0.974,9.24,128.59,2.35,1.16,0.049,18.5,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:06:00,Basement,17.24,49.05,687.39,0.981,14.38,135.96,2.11,1.24,0.046,19.49,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:07:00,Living Room,17.31,48.99,667.05,1.041,12.35,124.0,2.29,1.19,0.047,19.55,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:08:00,Living Room,16.23,46.24,642.97,1.083,14.49,123.97,1.93,1.21,0.066,17.9,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 03:09:00,Kitchen,17.61,49.55,678.34,0.976,17.15,141.29,1.87,1.36,0.051,19.11,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:10:00,Kitchen,17.5,47.08,689.15,0.925,16.63,155.24,2.06,1.28,0.074,16.98,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:11:00,Basement,17.2,48.51,643.98,0.927,20.55,180.51,2.04,1.3,0.067,18.28,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:12:00,Living Room,17.25,51.2,715.24,0.987,21.36,185.6,2.07,1.24,0.067,17.32,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:13:00,Basement,16.84,46.92,706.83,0.855,26.79,183.28,1.76,1.26,0.097,16.08,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:14:00,Living Room,16.54,46.24,701.69,0.752,22.36,203.55,2.04,1.3,0.082,17.73,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:15:00,Living Room,18.0,51.74,718.84,0.722,22.82,199.15,1.56,1.11,0.068,15.74,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:16:00,Basement,16.49,50.83,705.03,0.645,24.05,200.95,1.47,1.1,0.079,15.38,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:17:00,Living Room,16.53,51.72,719.59,0.671,28.23,199.92,1.53,1.12,0.077,17.33,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:18:00,Garage,16.97,50.27,718.07,0.465,23.61,184.52,1.57,1.19,0.071,17.42,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:19:00,Living Room,16.96,53.23,704.66,0.481,24.81,170.96,1.32,1.05,0.068,17.16,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:20:00,Kitchen,15.71,50.57,692.72,0.407,26.58,151.13,1.05,0.83,0.068,17.07,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 03:21:00,Living Room,16.54,53.69,683.49,0.24,27.94,171.26,1.0,0.89,0.076,13.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:22:00,Basement,16.73,48.87,679.61,0.232,23.18,132.38,1.03,0.71,0.068,16.69,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:23:00,Kitchen,16.57,56.36,720.56,0.232,25.25,138.7,0.97,0.82,0.065,17.31,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:24:00,Kitchen,17.26,51.08,703.6,0.073,25.96,134.04,1.23,0.63,0.072,14.33,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:25:00,Kitchen,16.25,52.95,676.96,0.022,28.76,132.65,0.43,0.6,0.045,14.03,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:26:00,Kitchen,16.32,51.63,664.39,0.1,23.91,137.95,0.91,0.57,0.077,14.85,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:27:00,Kitchen,16.13,50.85,730.22,0.141,27.53,106.81,0.75,0.6,0.063,14.01,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:28:00,Kitchen,17.34,51.85,717.7,0.129,25.27,117.85,0.82,0.59,0.054,13.34,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:29:00,Living Room,15.99,54.66,757.6,0.205,18.85,116.73,0.8,0.27,0.054,14.45,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:30:00,Living Room,15.51,58.25,694.14,0.133,20.88,128.19,0.75,0.4,0.072,13.25,0,0,1,0,0,0,0,0,0,0,0
2023-01-01 03:31:00,Living Room,15.72,52.03,724.99,0.255,21.06,146.23,0.84,0.21,0.052,14.52,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:32:00,Living Room,16.44,57.33,734.56,0.23,19.47,143.68,0.97,0.17,0.05,16.03,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:33:00,Garage,16.08,54.23,689.89,0.194,14.82,158.53,0.59,0.37,0.026,14.39,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:34:00,Kitchen,16.94,54.59,729.69,0.17,20.62,155.99,1.34,0.26,0.051,12.67,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:35:00,Basement,16.22,55.11,689.2,0.207,14.65,178.14,0.94,0.33,0.032,12.72,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:36:00,Kitchen,16.4,52.32,1130.84,5.323,66.45,380.05,5.58,1.24,0.869,11.22,1,0,0,1,1,1,1,1,0,1,0
2023-01-01 03:37:00,Living Room,16.56,50.72,1200.12,4.864,63.63,367.73,5.73,1.62,0.709,12.95,1,0,0,1,1,0,0,1,0,1,0
2023-01-01 03:38:00,Living Room,15.99,56.43,1179.34,4.728,63.85,407.26,5.59,1.55,0.76,11.47,1,0,0,1,1,0,1,1,0,1,0
2023-01-01 03:39:00,Living Room,15.64,52.63,1231.11,5.229,56.9,396.75,5.6,1.52,0.801,11.44,1,0,0,1,1,0,1,1,0,1,0
2023-01-01 03:40:00,Living Room,16.16,54.29,1190.88,5.257,60.83,393.09,6.22,1.59,0.737,10.96,1,0,0,1,1,0,1,1,0,1,0
2023-01-01 03:41:00,Garage,16.2,55.07,1219.61,5.316,65.89,396.98,5.67,1.68,0.763,11.77,1,0,0,1,1,1,1,1,0,1,0
2023-01-01 03:42:00,Kitchen,15.51,54.68,1150.46,5.555,57.84,390.13,6.5,1.78,0.782,10.37,1,0,0,1,1,0,1,1,0,1,0
2023-01-01 03:43:00,Garage,16.47,57.92,1186.67,5.481,54.24,364.27,6.78,1.85,0.849,10.02,1,0,1,1,1,0,0,1,0,1,0
2023-01-01 03:44:00,Living Room,15.54,51.42,1129.35,5.146,55.27,377.19,6.19,1.79,0.786,9.53,1,0,0,1,1,0,0,1,0,1,0
2023-01-01 03:45:00,Basement,15.83,53.71,1212.23,5.758,62.14,375.93,7.39,2.0,0.812,9.03,1,0,0,1,1,0,1,1,0,1,0
2023-01-01 03:46:00,Kitchen,16.01,53.58,1200.14,5.647,58.13,359.83,6.25,2.04,0.803,11.5,1,0,0,1,1,0,0,1,0,1,0
2023-01-01 03:47:00,Garage,15.74,53.88,1129.47,5.483,64.09,363.39,6.77,2.1,0.802,9.72,1,0,0,1,1,1,0,1,0,1,0
2023-01-01 03:48:00,Living Room,16.07,51.85,1209.72,5.731,63.19,361.81,6.6,2.28,0.79,11.77,1,0,0,1,1,1,0,1,0,1,0
2023-01-01 03:49:00,Living Room,15.49,56.88,1144.66,5.568,57.99,339.9,6.67,2.45,0.745,8.93,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 03:50:00,Kitchen,15.99,52.53,653.74,0.866,11.12,140.18,2.36,0.99,0.024,8.44,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:51:00,Kitchen,15.39,54.17,668.44,0.847,12.78,121.08,2.39,0.96,0.045,9.49,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:52:00,Living Room,15.26,52.75,624.42,0.898,13.27,118.95,2.38,1.21,0.044,9.42,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:53:00,Basement,15.26,53.42,621.81,1.002,8.3,125.43,2.24,1.21,0.038,8.72,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:54:00,Kitchen,16.13,56.21,654.22,0.939,7.54,129.49,2.42,1.4,0.073,11.25,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:55:00,Garage,15.46,53.05,660.61,0.935,16.43,121.17,2.62,1.12,0.057,8.63,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:56:00,Kitchen,15.49,53.24,624.63,1.015,16.14,137.27,2.31,1.36,0.064,9.56,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:57:00,Garage,15.37,55.36,563.96,1.034,16.81,149.82,2.38,1.16,0.089,9.61,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:58:00,Living Room,16.06,52.7,586.87,0.917,18.96,165.9,2.28,1.57,0.062,9.6,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 03:59:00,Kitchen,16.73,54.38,602.21,0.83,18.66,188.12,1.93,1.29,0.067,8.98,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:00:00,Living Room,15.67,54.89,606.17,0.828,19.6,186.08,1.93,1.21,0.074,10.76,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:01:00,Garage,17.19,53.85,634.05,0.88,17.22,183.26,1.96,1.29,0.068,7.86,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:02:00,Garage,16.31,53.12,589.74,0.867,26.94,183.63,1.48,1.25,0.091,10.08,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:03:00,Kitchen,16.08,52.43,614.92,0.804,25.68,201.56,1.76,1.14,0.054,10.18,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:04:00,Garage,15.7,54.16,590.18,0.641,26.29,184.64,1.63,1.18,0.072,9.83,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:05:00,Garage,16.0,56.17,539.86,0.608,26.89,177.96,1.26,1.22,0.083,10.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:06:00,Garage,16.96,52.28,544.82,0.529,29.93,201.55,1.47,1.05,0.087,9.86,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:07:00,Kitchen,16.15,52.18,571.6,0.415,25.51,178.52,1.08,0.93,0.067,8.81,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:08:00,Basement,15.36,52.56,565.18,0.312,26.36,175.35,1.3,0.89,0.072,11.03,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:09:00,Garage,16.61,54.18,516.85,0.175,28.8,159.14,1.45,0.87,0.079,9.74,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:10:00,Basement,15.59,53.51,513.48,0.234,29.1,151.86,0.67,0.87,0.082,10.87,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:11:00,Kitchen,16.18,52.18,549.09,0.174,32.61,123.95,0.94,0.91,0.079,8.93,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:12:00,Kitchen,17.16,54.29,522.83,0.086,21.36,133.31,0.68,0.65,0.075,9.43,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:13:00,Kitchen,17.14,53.37,499.61,0.013,27.22,122.65,0.64,0.57,0.063,9.18,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:14:00,Garage,17.31,51.16,507.05,0.046,23.82,115.73,0.55,0.53,0.063,11.75,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:15:00,Living Room,16.83,54.89,521.2,0.049,24.4,124.55,0.88,0.34,0.059,9.9,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:16:00,Garage,16.45,53.93,508.34,0.114,25.57,122.23,0.93,0.56,0.052,9.69,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:17:00,Living Room,16.92,52.34,502.01,0.227,22.46,150.14,1.03,0.46,0.075,10.22,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:18:00,Basement,16.54,50.19,479.43,0.114,24.16,113.04,0.53,0.26,0.05,9.78,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:19:00,Basement,17.21,50.02,490.85,0.131,18.97,141.01,0.72,0.25,0.064,12.25,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:20:00,Garage,17.62,52.58,458.61,0.28,14.97,152.12,0.86,0.23,0.054,11.71,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:21:00,Kitchen,16.6,46.73,502.1,0.153,21.53,160.87,0.27,0.31,0.053,13.61,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:22:00,Kitchen,17.16,51.98,938.96,4.208,51.89,474.54,4.57,1.69,0.539,12.02,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:23:00,Garage,17.06,49.18,914.24,4.662,48.62,510.14,4.48,1.57,0.587,11.69,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:24:00,Garage,17.33,51.85,871.33,3.81,54.98,439.24,4.19,1.66,0.518,12.78,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:25:00,Basement,17.75,48.91,896.28,4.178,43.99,498.82,4.66,1.61,0.633,12.28,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:26:00,Living Room,16.69,54.66,894.23,4.004,50.97,483.18,4.73,1.6,0.519,11.91,1,1,0,0,0,0,1,0,0,0,0
2023-01-01 04:27:00,Basement,17.95,51.41,861.25,3.96,44.81,481.87,4.65,1.78,0.577,12.81,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:28:00,Garage,17.36,49.31,864.01,4.277,47.03,464.58,4.87,1.53,0.578,14.21,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:29:00,Kitchen,17.71,47.4,848.12,4.116,44.15,463.12,4.91,1.82,0.579,13.01,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:30:00,Living Room,18.09,50.65,891.07,3.785,44.37,479.03,5.56,2.01,0.569,13.0,1,0,0,0,0,0,1,1,0,0,0
2023-01-01 04:31:00,Kitchen,17.58,49.63,885.12,4.134,40.02,489.72,5.38,2.19,0.507,12.46,1,0,0,0,0,0,1,1,0,0,0
2023-01-01 04:32:00,Kitchen,17.63,52.62,849.15,4.613,41.14,465.62,4.82,1.9,0.611,13.45,1,0,0,0,1,0,1,0,0,0,0
2023-01-01 04:33:00,Kitchen,18.2,50.61,876.14,4.568,48.17,439.71,5.58,1.96,0.547,13.03,1,0,0,0,0,0,1,1,0,0,0
2023-01-01 04:34:00,Kitchen,18.02,48.58,858.06,4.462,49.21,465.02,5.28,2.18,0.595,15.08,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:35:00,Garage,18.58,47.31,891.27,4.619,42.86,467.26,5.53,2.22,0.575,14.65,1,0,0,0,0,0,1,0,0,0,0
2023-01-01 04:36:00,Kitchen,18.36,45.85,426.65,0.65,8.6,122.94,2.34,0.9,0.025,15.2,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:37:00,Basement,18.81,51.59,422.38,0.754,10.97,124.31,2.38,0.89,0.032,13.88,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:38:00,Kitchen,18.55,45.63,1117.72,4.683,52.97,349.82,6.47,2.77,0.614,16.83,1,0,0,0,1,0,0,1,1,0,0
2023-01-01 04:39:00,Basement,18.56,47.11,1115.68,5.139,49.71,351.17,6.27,2.65,0.614,14.0,1,0,0,0,1,0,0,1,1,0,0
2023-01-01 04:40:00,Kitchen,18.84,44.76,1075.54,5.288,52.99,325.29,6.14,2.77,0.607,16.66,1,0,0,0,1,0,0,1,1,0,0
2023-01-01 04:41:00,Living Room,18.98,48.55,1067.72,5.136,54.05,345.42,5.7,2.78,0.671,18.74,1,0,0,0,1,0,0,1,1,1,0
2023-01-01 04:42:00,Basement,19.14,47.87,1046.58,5.047,49.74,368.35,5.95,2.6,0.608,17.08,1,0,0,0,1,0,0,1,1,0,0
2023-01-01 04:43:00,Garage,18.3,44.69,1051.04,5.269,56.88,389.71,6.9,2.98,0.632,16.38,1,0,0,0,1,0,1,1,1,0,0
2023-01-01 04:44:00,Living Room,19.16,44.5,1072.83,5.233,57.17,363.7,5.53,2.89,0.628,15.23,1,0,0,0,1,0,0,1,1,0,0
2023-01-01 04:45:00,Basement,18.7,42.21,1116.41,5.389,54.42,387.36,6.74,2.97,0.635,17.25,1,0,0,0,1,0,1,1,1,0,0
2023-01-01 04:46:00,Kitchen,19.39,45.0,1059.25,5.516,61.5,378.02,6.52,2.98,0.605,17.02,1,0,0,0,1,0,1,1,1,0,0
2023-01-01 04:47:00,Living Room,19.15,44.06,1165.1,4.989,60.63,395.02,6.19,3.04,0.647,16.48,1,0,0,1,1,0,1,1,1,0,0
2023-01-01 04:48:00,Kitchen,20.01,46.77,1048.86,4.572,61.4,410.65,6.2,2.96,0.622,16.9,1,0,0,0,1,0,1,1,1,0,0
2023-01-01 04:49:00,Garage,19.27,43.4,421.28,0.75,26.87,190.41,1.78,1.51,0.057,19.38,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:50:00,Basement,19.74,40.6,396.6,0.772,20.65,199.5,1.88,1.24,0.079,18.11,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:51:00,Garage,20.65,42.68,460.32,0.753,26.38,194.95,2.13,1.29,0.091,17.61,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:52:00,Kitchen,20.14,45.6,447.62,0.763,26.29,189.41,2.0,1.16,0.079,19.71,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:53:00,Living Room,19.71,43.47,427.34,0.576,22.11,203.57,1.5,1.11,0.073,20.51,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:54:00,Living Room,19.87,38.56,409.12,0.539,27.25,203.22,1.22,1.16,0.082,17.88,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:55:00,Kitchen,20.87,46.49,423.5,0.466,26.95,179.88,1.66,0.91,0.092,19.58,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:56:00,Garage,20.07,40.54,441.39,0.369,31.65,151.24,1.03,0.87,0.068,20.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:57:00,Basement,20.56,42.31,446.24,0.346,24.73,166.89,0.75,1.03,0.075,19.44,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:58:00,Basement,20.05,39.26,467.28,0.146,22.6,184.5,1.16,0.84,0.076,19.63,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 04:59:00,Living Room,21.33,43.19,458.22,0.151,24.0,142.81,0.93,0.78,0.085,19.99,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:00:00,Living Room,20.38,39.22,506.95,0.121,21.5,132.24,0.38,0.64,0.06,21.48,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:01:00,Basement,20.47,42.39,1001.12,4.006,86.14,285.34,4.67,1.58,0.644,20.15,1,0,0,0,0,1,0,0,0,0,0
2023-01-01 05:02:00,Living Room,20.98,39.54,951.93,4.22,83.74,268.9,4.39,1.73,0.71,21.48,1,0,0,0,0,1,0,0,0,1,0
2023-01-01 05:03:00,Garage,21.35,41.28,976.8,4.496,83.61,276.67,5.01,1.5,0.666,18.69,1,0,0,0,1,1,0,0,0,0,0
2023-01-01 05:04:00,Living Room,20.96,38.43,996.53,4.225,85.91,275.12,4.43,1.38,0.623,19.87,1,0,0,0,0,1,0,0,0,0,0
2023-01-01 05:05:00,Basement,21.0,42.36,1043.12,4.486,73.31,279.68,4.3,1.61,0.645,20.03,1,0,0,0,1,1,0,0,0,0,0
2023-01-01 05:06:00,Kitchen,20.63,39.58,977.95,4.585,66.38,286.37,4.36,1.31,0.595,20.84,1,0,0,0,1,0,0,0,0,0,0
2023-01-01 05:07:00,Kitchen,21.13,42.55,1012.69,4.201,77.46,285.09,4.7,1.58,0.675,22.18,1,0,0,0,0,1,0,0,0,1,0
2023-01-01 05:08:00,Kitchen,22.36,39.88,1019.68,4.395,74.88,294.47,4.04,1.48,0.676,19.69,1,0,0,0,0,1,0,0,0,0,0
2023-01-01 05:09:00,Garage,20.79,39.92,1001.05,4.36,75.52,330.36,4.36,1.51,0.67,22.56,1,0,0,0,0,1,0,0,0,1,0
2023-01-01 05:10:00,Basement,22.44,36.68,473.9,0.249,13.08,153.53,0.98,0.25,0.03,21.54,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:11:00,Garage,22.75,37.94,500.12,0.053,15.55,169.33,0.94,0.16,0.032,20.62,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:12:00,Kitchen,21.09,40.15,529.94,0.166,12.53,192.47,0.76,0.42,0.034,21.49,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:13:00,Garage,22.3,40.32,549.09,0.09,11.85,202.92,1.09,0.23,0.032,22.59,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:14:00,Kitchen,21.32,39.85,512.98,0.023,11.35,192.05,1.43,0.35,0.013,20.9,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:15:00,Basement,21.46,36.59,543.89,0.099,7.46,187.44,1.7,0.34,0.034,22.33,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:16:00,Basement,22.51,33.67,546.56,0.002,11.83,198.22,1.19,0.46,0.019,19.91,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:17:00,Kitchen,22.1,36.22,556.46,0.177,12.29,184.33,1.52,0.5,0.003,20.86,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:18:00,Living Room,23.96,32.89,551.91,0.228,9.39,188.01,1.65,0.46,0.006,19.74,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 05:19:00,Basement,22.36,39.21,553.09,0.404,7.74,184.53,1.39,0.7,0.022,21.92,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:20:00,Living Room,22.43,38.27,521.11,0.414,5.88,181.35,1.72,0.75,0.032,20.39,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:21:00,Kitchen,21.79,36.95,624.42,0.457,4.93,170.48,2.16,0.59,0.018,21.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:22:00,Garage,22.69,36.59,600.21,0.578,9.19,158.23,2.37,0.77,0.029,20.0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:23:00,Garage,23.44,38.21,587.53,0.672,12.17,155.94,2.02,0.79,0.008,20.81,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:24:00,Kitchen,23.26,31.29,598.95,0.701,9.45,134.73,2.19,1.05,0.026,20.68,0,0,1,0,0,0,0,0,0,0,0
2023-01-01 05:25:00,Kitchen,23.52,32.72,617.32,0.81,7.11,116.11,2.2,1.03,0.026,19.62,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:26:00,Garage,23.93,36.35,584.4,0.955,8.66,125.57,2.27,1.06,0.041,17.35,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:27:00,Basement,23.47,33.82,579.09,0.88,8.71,132.57,2.1,1.16,0.041,20.41,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:28:00,Kitchen,23.29,36.3,598.14,0.817,6.89,111.0,2.61,1.14,0.037,18.66,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:29:00,Garage,23.25,37.54,668.68,0.9,9.66,118.45,2.36,1.24,0.042,19.97,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:30:00,Living Room,23.48,36.59,637.36,1.033,11.39,137.2,1.81,0.9,0.046,18.84,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:31:00,Living Room,23.87,37.69,635.07,0.916,20.61,148.45,2.06,1.31,0.067,18.4,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:32:00,Kitchen,24.71,36.22,626.06,1.015,16.94,168.39,2.35,1.2,0.047,18.17,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:33:00,Garage,23.38,34.86,639.8,0.929,15.69,148.71,1.99,1.3,0.068,16.76,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:34:00,Kitchen,23.41,37.52,639.91,0.988,17.09,163.54,2.22,1.22,0.071,19.56,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:35:00,Living Room,23.27,35.09,638.98,0.964,17.57,181.46,1.94,1.34,0.092,17.29,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:36:00,Garage,24.46,33.18,636.92,0.856,21.82,181.07,2.38,1.27,0.07,18.72,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:37:00,Kitchen,23.9,36.68,682.97,0.918,24.2,199.42,1.64,1.01,0.046,19.26,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:38:00,Kitchen,25.23,36.62,656.33,0.845,19.2,205.22,1.89,1.24,0.082,17.39,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:39:00,Garage,24.67,32.34,677.59,0.776,24.65,190.22,1.79,0.98,0.084,16.05,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 05:40:00,Garage,24.25,34.59,708.68,0.741,26.71,209.24,1.49,1.28,0.084,15.06,0,0,0,0,0,0,0,0,0,0,0
